Generation,Vial,Diet,DietHistory,Mass,WingLength,LarvalTime,PupalTime
F2,3,rich,RRR,1.6,2.052,4.5,4
F2,2,standard,RRS,1.6,2.052,5.5,4
F2,5,rich,PRR,1.5,2.052,4.5,4
F2,6,rich,RPR,1.6,2.052,3.5,4
F2,4,rich,RSR,1.4,2.052,3.5,4
F2,6,rich,RPR,1.6,2.053,3.5,4
F2,3,rich,PPR,1.3,2.053,4.5,4
F2,1,rich,PPR,1.5,2.053,4.5,4
F2,5,standard,RRS,1.5,2.054,5.5,4
F2,7,poor,RPP,1.5,2.054,4.5,4
F2,8,rich,RRR,1.5,2.054,4.5,4
F2,8,rich,PRR,1.7,2.054,4.5,4
F2,6,rich,RSR,1.8,2.054,3.5,4
F2,2,rich,RRR,1.8,2.054,4.5,4
F2,7,standard,RRS,1.6,2.054,5.5,4
F2,8,standard,RSS,1.6,2.055,5.5,4
F2,5,rich,RPR,1.2,2.055,1.5,5
F2,4,rich,PRR,1.4,2.055,4.5,3
F2,5,standard,PPS,1.6,2.055,5.5,5
F2,3,rich,PRR,1.5,2.055,4.5,4
F2,6,rich,PRR,1.5,2.055,4.5,4
F2,4,rich,RRR,1.7,2.056,4.5,4
F2,2,rich,RRR,2.2,2.056,4.5,4
F2,4,rich,PPR,1.8,2.056,4.5,4
F2,1,standard,PPS,1.5,2.056,5.5,3
F2,8,standard,PPS,1.7,2.056,5.5,5
F2,8,rich,RRR,1.7,2.057,4.5,4
F2,7,rich,RSR,1.9,2.057,3.5,5
F2,4,rich,RRR,1.8,2.058,3.5,4
F2,4,rich,RRR,1.7,2.058,4.5,4
F2,7,rich,PRR,1.6,2.058,4.5,4
F2,2,rich,RRR,1.6,2.058,4.5,4
F2,4,rich,RRR,1.7,2.058,4.5,4
F2,4,rich,RPR,1.3,2.059,3.5,5
F2,9,poor,RRP,1.7,2.059,5.5,4
F2,2,rich,PRR,1.5,2.059,4.5,4
F2,1,standard,RRS,1.8,2.059,5.5,4
F2,4,rich,PPR,1.4,2.06,4.5,4
F2,5,rich,RSR,1.8,2.06,4.5,4
F2,2,rich,RSR,1.7,2.06,4.5,3
F2,7,rich,PRR,1.6,2.061,4.5,4
F2,1,rich,RRR,1.6,2.061,4.5,4
F2,2,rich,RPR,1.5,2.061,4.5,4
F2,7,rich,PRR,1.5,2.061,4.5,4
F2,6,standard,RRS,1.5,2.061,4.5,4
F2,1,standard,PSS,1.6,2.062,5.5,4
F2,5,rich,PPR,1.6,2.062,4.5,3
F2,8,standard,RRS,1.6,2.063,5.5,4
F2,8,rich,RPR,1.5,2.063,4.5,3
F2,2,rich,PPR,1.8,2.063,4.5,4
F2,8,poor,RRP,1.6,2.063,4.5,4
F2,6,rich,RRR,1.5,2.063,3.5,5
F2,4,standard,RRS,1.6,2.064,5.5,4
F2,4,standard,SSS,1.6,2.064,5.5,4
F2,4,rich,RRR,1.7,2.064,4.5,4
F2,8,rich,RPR,1.5,2.064,4.5,4
F2,6,rich,RSR,1.5,2.064,3.5,5
F2,1,standard,PPS,1.4,2.064,5.5,4
F2,3,standard,SSS,1.7,2.065,5.5,4
F2,2,rich,PPR,1.6,2.065,4.5,4
F2,5,standard,RSS,1.4,2.066,6.5,4
F2,7,standard,PSS,1.5,2.066,5.5,4
F2,2,rich,PRR,1.4,2.066,4.5,4
F2,3,standard,PPS,1.5,2.066,5.5,3
F2,4,rich,RSR,1.8,2.066,4.5,4
F2,4,standard,RRS,1.7,2.067,6.5,3
F2,1,poor,PSP,1.8,2.067,5.5,4
F2,3,standard,RSS,1.4,2.069,5.5,4
F2,8,standard,PPS,1.6,2.069,5.5,4
F2,5,standard,SSS,1.5,2.07,5.5,4
F2,7,standard,RSS,1.4,2.07,5.5,4
F2,5,rich,RPR,1.2,2.071,1.5,5
F2,8,rich,PRR,1.5,2.071,4.5,4
F2,3,rich,PPR,1.4,2.071,4.5,4
F2,4,rich,PRR,1.6,2.071,4.5,3
F2,6,rich,PPR,1.4,2.071,4.5,4
F2,1,standard,PSS,1.5,2.073,5.5,4
F2,7,poor,RPP,1.5,2.073,4.5,4
F2,5,rich,RPR,1.2,2.073,1.5,5
F2,2,standard,SSS,1.6,2.074,5.5,4
F2,3,standard,PPS,1.4,2.074,5.5,4
F2,8,poor,RRP,1.6,2.075,4.5,3
F2,1,rich,RSR,1.7,2.075,4.5,4
F2,7,rich,RSR,1.8,2.076,3.5,5
F2,9,rich,RPR,1.5,2.077,4.5,4
F2,6,rich,RRR,1.9,2.077,3.5,5
F2,4,rich,RPR,1.3,2.078,3.5,5
F2,9,rich,RPR,1.4,2.078,4.5,3
F2,7,rich,RRR,1.5,2.079,4.5,4
F2,5,standard,PSS,1.6,2.079,5.5,4
F2,7,rich,RRR,1.6,2.08,4.5,3
F2,1,standard,SSS,1.4,2.08,5.5,4
F2,5,standard,PPS,1.8,2.08,5.5,5
F2,10,rich,PRR,1.4,2.082,4.5,3
F2,9,rich,PRR,1.4,2.083,4.5,4
F2,1,rich,PPR,1.6,2.083,4.5,4
F2,8,rich,RRR,1.6,2.083,4.5,4
F2,3,standard,RRS,1.7,2.083,5.5,4
F2,3,rich,RPR,1.6,2.083,3.5,4
F2,7,rich,RPR,1.4,2.083,2.5,4
F2,10,rich,PRR,1.5,2.083,4.5,4
F2,4,rich,RPR,1.4,2.083,3.5,5
F2,3,rich,RPR,1.7,2.083,3.5,4
F2,3,rich,PRR,1.5,2.084,4.5,4
F2,7,rich,PRR,1.8,2.084,4.5,4
F2,8,standard,PSS,1.6,2.086,5.5,4
F2,1,standard,PSS,1.4,2.087,5.5,4
F2,4,rich,PRR,1.6,2.089,4.5,4
F2,4,standard,PSS,1.7,2.09,5.5,5
F2,8,poor,RRP,1.3,2.09,4.5,4
F2,3,rich,PRR,1.5,2.091,4.5,4
F2,9,poor,RRP,1.5,2.091,4.5,4
F2,2,rich,RPR,1.7,2.092,4.5,4
F2,5,rich,RSR,1.8,2.092,4.5,4
F2,4,rich,RRR,2,2.093,4.5,4
F2,6,rich,PRR,1.5,2.093,4.5,4
F2,5,rich,RRR,1.4,2.094,3.5,5
F2,5,standard,PSS,1.6,2.094,5.5,4
F2,7,rich,RRR,1.7,2.095,4.5,4
F2,6,rich,RRR,1.6,2.095,3.5,4
F2,4,rich,RSR,1.6,2.096,4.5,4
F2,5,rich,PRR,1.7,2.1,4.5,4
F2,1,rich,RSR,1.7,2.1,4.5,3
F2,9,poor,RRP,1.9,2.1,4.5,4
F2,2,rich,PPR,1.7,2.1,4.5,4
F2,4,rich,RRR,1.8,2.101,4.5,4
F2,6,rich,PPR,1.6,2.104,4.5,4
F2,6,rich,RPR,1.5,2.108,3.5,4
F2,6,standard,RSS,1.4,2.108,5.5,4
F2,9,poor,RRP,1.4,2.108,4.5,3
F2,5,rich,PPR,1.5,2.108,4.5,4
F2,5,rich,RSR,2,2.108,4.5,4
F2,5,rich,PRR,1.9,2.11,4.5,4
F2,6,standard,RSS,1.5,2.111,5.5,4
F2,4,rich,RPR,1.4,2.113,3.5,5
F2,6,rich,RRR,1.4,2.113,3.5,5
F2,6,rich,RSR,1.4,2.117,3.5,5
F2,9,rich,RPR,1.6,2.118,4.5,4
F2,1,rich,RRR,1.9,2.118,3.5,5
F2,6,standard,RRS,1.6,2.118,5.5,3
F2,5,rich,RRR,1.8,2.12,3.5,5
F2,3,rich,RRR,2,2.127,4.5,4
F2,2,rich,RPR,1.7,2.136,4.5,4
F2,7,rich,RPR,1.7,2.139,2.5,3
F2,1,rich,RRR,2,2.143,3.5,4
F2,5,rich,RRR,1.7,2.157,3.5,5
F2,6,rich,RSR,1.6,2.158,3.5,5
F2,6,rich,PPR,1.8,2.164,4.5,4
F2,4,rich,RPR,1.3,2.171,3.5,5
